x  y  f(x,y)
-1.000000  0.900000  -1.179120
-0.900000  0.900000  -1.560380
-0.800000  0.900000  -1.893463
-0.700000  0.900000  -2.156209
-0.600000  0.900000  -2.331848
-0.500000  0.900000  -2.410495
-0.400000  0.900000  -2.390039
-0.300000  0.900000  -2.276327
-0.200000  0.900000  -2.082642
-0.100000  0.900000  -1.828520
0.000000  0.900000  -1.538000
0.100000  0.900000  -1.237480
0.200000  0.900000  -0.953358
0.300000  0.900000  -0.709673
0.400000  0.900000  -0.525961
0.500000  0.900000  -0.415505
0.600000  0.900000  -0.384152
0.700000  0.900000  -0.429791
0.800000  0.900000  -0.542537
0.900000  0.900000  -0.705620
1.000000  0.900000  -0.896880
1.100000  0.900000  -1.090746
1.200000  0.900000  -1.260520
1.300000  0.900000  -1.380766
1.400000  0.900000  -1.429576
1.500000  0.900000  -1.390530
1.600000  0.900000  -1.254165
1.700000  0.900000  -1.018815
1.800000  0.900000  -0.690764
1.900000  0.900000  -0.283686
2.000000  0.900000  0.182585
2.100000  0.900000  0.683814
2.200000  0.900000  1.193541
2.300000  0.900000  1.685440
2.400000  0.900000  2.135668
-2.500000  1.000000  0.287000
-2.400000  1.000000  0.186332
-2.300000  1.000000  0.166560
-2.200000  1.000000  0.208459
-2.100000  1.000000  0.288186
-2.000000  1.000000  0.379415
-1.900000  1.000000  0.455686
-1.800000  1.000000  0.492764
-1.700000  1.000000  0.470815
-1.600000  1.000000  0.376165
-1.500000  1.000000  0.202530
-1.400000  1.000000  -0.048424
-1.300000  1.000000  -0.367234
-1.200000  1.000000  -0.737480
-1.100000  1.000000  -1.137254
-1.000000  1.000000  -1.541120
-0.900000  1.000000  -1.922380
-0.800000  1.000000  -2.255463
-0.700000  1.000000  -2.518209
-0.600000  1.000000  -2.693848
-0.500000  1.000000  -2.772495
-0.400000  1.000000  -2.752039
-0.300000  1.000000  -2.638327
-0.200000  1.000000  -2.444642
-0.100000  1.000000  -2.190520
0.000000  1.000000  -1.900000
0.100000  1.000000  -1.599480
0.200000  1.000000  -1.315358
0.300000  1.000000  -1.071673
0.400000  1.000000  -0.887961
0.500000  1.000000  -0.777505
0.600000  1.000000  -0.746152
0.700000  1.000000  -0.791791
0.800000  1.000000  -0.904537
0.900000  1.000000  -1.067620
1.000000  1.000000  -1.258880
1.100000  1.000000  -1.452746
1.200000  1.000000  -1.622520
1.300000  1.000000  -1.742766
1.400000  1.000000  -1.791576
1.500000  1.000000  -1.752530
1.600000  1.000000  -1.616165
1.700000  1.000000  -1.380815
1.800000  1.000000  -1.052764
1.900000  1.000000  -0.645686
2.000000  1.000000  -0.179415
2.100000  1.000000  0.321814
2.200000  1.000000  0.831541
2.300000  1.000000  1.323440
2.400000  1.000000  1.773668
-2.500000  1.100000  -0.091000
-2.400000  1.100000  -0.191668
-2.300000  1.100000  -0.211440
-2.200000  1.100000  -0.169541
-2.100000  1.100000  -0.089814
-2.000000  1.100000  0.001415
-1.900000  1.100000  0.077686
-1.800000  1.100000  0.114764
-1.700000  1.100000  0.092815
-1.600000  1.100000  -0.001835
-1.500000  1.100000  -0.175470
-1.400000  1.100000  -0.426424
-1.300000  1.100000  -0.745234
-1.200000  1.100000  -1.115480
-1.100000  1.100000  -1.515254
-1.000000  1.100000  -1.919120
-0.900000  1.100000  -2.300380
-0.800000  1.100000  -2.633463
-0.700000  1.100000  -2.896209
-0.600000  1.100000  -3.071848
-0.500000  1.100000  -3.150495
-0.400000  1.100000  -3.130039
-0.300000  1.100000  -3.016327
-0.200000  1.100000  -2.822642
-0.100000  1.100000  -2.568520
0.000000  1.100000  -2.278000
0.100000  1.100000  -1.977480
0.200000  1.100000  -1.693358
0.300000  1.100000  -1.449673
0.400000  1.100000  -1.265961
0.500000  1.100000  -1.155505
0.600000  1.100000  -1.124152
0.700000  1.100000  -1.169791
0.800000  1.100000  -1.282537
0.900000  1.100000  -1.445620
1.000000  1.100000  -1.636880
1.100000  1.100000  -1.830746
1.200000  1.100000  -2.000520
1.300000  1.100000  -2.120766
1.400000  1.100000  -2.169576
1.500000  1.100000  -2.130530
1.600000  1.100000  -1.994165
1.700000  1.100000  -1.758815
1.800000  1.100000  -1.430764
1.900000  1.100000  -1.023686
2.000000  1.100000  -0.557415
2.100000  1.100000  -0.056186
2.200000  1.100000  0.453541
2.300000  1.100000  0.945440
2.400000  1.100000  1.395668
-2.500000  1.200000  -0.485000
-2.400000  1.200000  -0.585668
-2.300000  1.200000  -0.605440
-2.200000  1.200000  -0.563541
-2.100000  1.200000  -0.483814
-2.000000  1.200000  -0.392585
-1.900000  1.200000  -0.316314
-1.800000  1.200000  -0.279236
-1.700000  1.200000  -0.301185
-1.600000  1.200000  -0.395835
-1.500000  1.200000  -0.569470
-1.400000  1.200000  -0.820424
-1.300000  1.200000  -1.139234
-1.200000  1.200000  -1.509480
-1.100000  1.200000  -1.909254
-1.000000  1.200000  -2.313120
-0.900000  1.200000  -2.694380
-0.800000  1.200000  -3.027463
-0.700000  1.200000  -3.290209
-0.600000  1.200000  -3.465848
-0.500000  1.200000  -3.544495
-0.400000  1.200000  -3.524039
-0.300000  1.200000  -3.410327
-0.200000  1.200000  -3.216642
-0.100000  1.200000  -2.962520
0.000000  1.200000  -2.672000
0.100000  1.200000  -2.371480
0.200000  1.200000  -2.087358
0.300000  1.200000  -1.843673
0.400000  1.200000  -1.659961
0.500000  1.200000  -1.549505
0.600000  1.200000  -1.518152
0.700000  1.200000  -1.563791
0.800000  1.200000  -1.676537
0.900000  1.200000  -1.839620
1.000000  1.200000  -2.030880
1.100000  1.200000  -2.224746
1.200000  1.200000  -2.394520
1.300000  1.200000  -2.514766
1.400000  1.200000  -2.563576
1.500000  1.200000  -2.524530
1.600000  1.200000  -2.388165
1.700000  1.200000  -2.152815
1.800000  1.200000  -1.824764
1.900000  1.200000  -1.417686
2.000000  1.200000  -0.951415
2.100000  1.200000  -0.450186
2.200000  1.200000  0.059541
2.300000  1.200000  0.551440
2.400000  1.200000  1.001668
-2.500000  1.300000  -0.895000
-2.400000  1.300000  -0.995668
-2.300000  1.300000  -1.015440
-2.200000  1.300000  -0.973541
-2.100000  1.300000  -0.893814
-2.000000  1.300000  -0.802585
-1.900000  1.300000  -0.726314
-1.800000  1.300000  -0.689236
-1.700000  1.300000  -0.711185
-1.600000  1.300000  -0.805835
-1.500000  1.300000  -0.979470
-1.400000  1.300000  -1.230424
-1.300000  1.300000  -1.549234
-1.200000  1.300000  -1.919480
-1.100000  1.300000  -2.319254
-1.000000  1.300000  -2.723120
-0.900000  1.300000  -3.104380
-0.800000  1.300000  -3.437463
-0.700000  1.300000  -3.700209
-0.600000  1.300000  -3.875848
-0.500000  1.300000  -3.954495
-0.400000  1.300000  -3.934039
-0.300000  1.300000  -3.820327
-0.200000  1.300000  -3.626642
-0.100000  1.300000  -3.372520
0.000000  1.300000  -3.082000
0.100000  1.300000  -2.781480
0.200000  1.300000  -2.497358
0.300000  1.300000  -2.253673
0.400000  1.300000  -2.069961
0.500000  1.300000  -1.959505
0.600000  1.300000  -1.928152
0.700000  1.300000  -1.973791
0.800000  1.300000  -2.086537
0.900000  1.300000  -2.249620
1.000000  1.300000  -2.440880
1.100000  1.300000  -2.634746
1.200000  1.300000  -2.804520
1.300000  1.300000  -2.924766
1.400000  1.300000  -2.973576
1.500000  1.300000  -2.934530
1.600000  1.300000  -2.798165
1.700000  1.300000  -2.562815
1.800000  1.300000  -2.234764
1.900000  1.300000  -1.827686
2.000000  1.300000  -1.361415
2.100000  1.300000  -0.860186
2.200000  1.300000  -0.350459
2.300000  1.300000  0.141440
2.400000  1.300000  0.591668
-2.500000  1.400000  -1.321000
-2.400000  1.400000  -1.421668
-2.300000  1.400000  -1.441440
-2.200000  1.400000  -1.399541
-2.100000  1.400000  -1.319814
-2.000000  1.400000  -1.228585
-1.900000  1.400000  -1.152314
-1.800000  1.400000  -1.115236
-1.700000  1.400000  -1.137185
-1.600000  1.400000  -1.231835
-1.500000  1.400000  -1.405470
-1.400000  1.400000  -1.656424
-1.300000  1.400000  -1.975234
-1.200000  1.400000  -2.345480
-1.100000  1.400000  -2.745254
-1.000000  1.400000  -3.149120
-0.900000  1.400000  -3.530380
-0.800000  1.400000  -3.863463
-0.700000  1.400000  -4.126209
-0.600000  1.400000  -4.301848
-0.500000  1.400000  -4.380495
-0.400000  1.400000  -4.360039
-0.300000  1.400000  -4.246327
-0.200000  1.400000  -4.052642
-0.100000  1.400000  -3.798520
0.000000  1.400000  -3.508000
0.100000  1.400000  -3.207480
0.200000  1.400000  -2.923358
0.300000  1.400000  -2.679673
0.400000  1.400000  -2.495961
0.500000  1.400000  -2.385505
0.600000  1.400000  -2.354152
0.700000  1.400000  -2.399791
0.800000  1.400000  -2.512537
0.900000  1.400000  -2.675620
1.000000  1.400000  -2.866880
1.100000  1.400000  -3.060746
1.200000  1.400000  -3.230520
1.300000  1.400000  -3.350766
1.400000  1.400000  -3.399576
1.500000  1.400000  -3.360530
1.600000  1.400000  -3.224165
1.700000  1.400000  -2.988815
1.800000  1.400000  -2.660764
1.900000  1.400000  -2.253686
2.000000  1.400000  -1.787415
2.100000  1.400000  -1.286186
2.200000  1.400000  -0.776459
2.300000  1.400000  -0.284560
2.400000  1.400000  0.165668
-2.500000  1.500000  -1.763000
-2.400000  1.500000  -1.863668
-2.300000  1.500000  -1.883440
-2.200000  1.500000  -1.841541
-2.100000  1.500000  -1.761814
-2.000000  1.500000  -1.670585
-1.900000  1.500000  -1.594314
-1.800000  1.500000  -1.557236
-1.700000  1.500000  -1.579185
-1.600000  1.500000  -1.673835
-1.500000  1.500000  -1.847470
-1.400000  1.500000  -2.098424
-1.300000  1.500000  -2.417234
-1.200000  1.500000  -2.787480
-1.100000  1.500000  -3.187254
-1.000000  1.500000  -3.591120
-0.900000  1.500000  -3.972380
-0.800000  1.500000  -4.305463
-0.700000  1.500000  -4.568209
-0.600000  1.500000  -4.743848
-0.500000  1.500000  -4.822495
-0.400000  1.500000  -4.802039
-0.300000  1.500000  -4.688327
-0.200000  1.500000  -4.494642
-0.100000  1.500000  -4.240520
0.000000  1.500000  -3.950000
0.100000  1.500000  -3.649480
0.200000  1.500000  -3.365358
0.300000  1.500000  -3.121673
0.400000  1.500000  -2.937961
0.500000  1.500000  -2.827505
0.600000  1.500000  -2.796152
0.700000  1.500000  -2.841791
0.800000  1.500000  -2.954537
0.900000  1.500000  -3.117620
1.000000  1.500000  -3.308880
1.100000  1.500000  -3.502746
1.200000  1.500000  -3.672520
1.300000  1.500000  -3.792766
1.400000  1.500000  -3.841576
1.500000  1.500000  -3.802530
1.600000  1.500000  -3.666165
1.700000  1.500000  -3.430815
1.800000  1.500000  -3.102764
1.900000  1.500000  -2.695686
2.000000  1.500000  -2.229415
2.100000  1.500000  -1.728186
2.200000  1.500000  -1.218459
2.300000  1.500000  -0.726560
2.400000  1.500000  -0.276332
-2.500000  1.600000  -2.221000
-2.400000  1.600000  -2.321668
-2.300000  1.600000  -2.341440
-2.200000  1.600000  -2.299541
-2.100000  1.600000  -2.219814
-2.000000  1.600000  -2.128585
-1.900000  1.600000  -2.052314
-1.800000  1.600000  -2.015236
-1.700000  1.600000  -2.037185
-1.600000  1.600000  -2.131835
-1.500000  1.600000  -2.305470
-1.400000  1.600000  -2.556424
-1.300000  1.600000  -2.875234
-1.200000  1.600000  -3.245480
-1.100000  1.600000  -3.645254
-1.000000  1.600000  -4.049120
-0.900000  1.600000  -4.430380
-0.800000  1.600000  -4.763463
-0.700000  1.600000  -5.026209
-0.600000  1.600000  -5.201848
-0.500000  1.600000  -5.280495
-0.400000  1.600000  -5.260039
-0.300000  1.600000  -5.146327
-0.200000  1.600000  -4.952642
-0.100000  1.600000  -4.698520
0.000000  1.600000  -4.408000
0.100000  1.600000  -4.107480
0.200000  1.600000  -3.823358
0.300000  1.600000  -3.579673
0.400000  1.600000  -3.395961
0.500000  1.600000  -3.285505
0.600000  1.600000  -3.254152
0.700000  1.600000  -3.299791
0.800000  1.600000  -3.412537
0.900000  1.600000  -3.575620
1.000000  1.600000  -3.766880
1.100000  1.600000  -3.960746
1.200000  1.600000  -4.130520
1.300000  1.600000  -4.250766
1.400000  1.600000  -4.299576
1.500000  1.600000  -4.260530
1.600000  1.600000  -4.124165
1.700000  1.600000  -3.888815
1.800000  1.600000  -3.560764
1.900000  1.600000  -3.153686
2.000000  1.600000  -2.687415
2.100000  1.600000  -2.186186
2.200000  1.600000  -1.676459
2.300000  1.600000  -1.184560
2.400000  1.600000  -0.734332
-2.500000  1.700000  -2.695000
-2.400000  1.700000  -2.795668
-2.300000  1.700000  -2.815440
-2.200000  1.700000  -2.773541
-2.100000  1.700000  -2.693814
-2.000000  1.700000  -2.602585
-1.900000  1.700000  -2.526314
-1.800000  1.700000  -2.489236
-1.700000  1.700000  -2.511185
-1.600000  1.700000  -2.605835
-1.500000  1.700000  -2.779470
-1.400000  1.700000  -3.030424
-1.300000  1.700000  -3.349234
-1.200000  1.700000  -3.719480
-1.100000  1.700000  -4.119254
-1.000000  1.700000  -4.523120
-0.900000  1.700000  -4.904380
-0.800000  1.700000  -5.237463
-0.700000  1.700000  -5.500209
-0.600000  1.700000  -5.675848
-0.500000  1.700000  -5.754495
-0.400000  1.700000  -5.734039
-0.300000  1.700000  -5.620327
-0.200000  1.700000  -5.426642
-0.100000  1.700000  -5.172520
0.000000  1.700000  -4.882000
0.100000  1.700000  -4.581480
0.200000  1.700000  -4.297358
0.300000  1.700000  -4.053673
0.400000  1.700000  -3.869961
0.500000  1.700000  -3.759505
0.600000  1.700000  -3.728152
0.700000  1.700000  -3.773791
0.800000  1.700000  -3.886537
0.900000  1.700000  -4.049620
1.000000  1.700000  -4.240880
1.100000  1.700000  -4.434746
1.200000  1.700000  -4.604520
1.300000  1.700000  -4.724766
1.400000  1.700000  -4.773576
1.500000  1.700000  -4.734530
1.600000  1.700000  -4.598165
1.700000  1.700000  -4.362815
1.800000  1.700000  -4.034764
1.900000  1.700000  -3.627686
2.000000  1.700000  -3.161415
2.100000  1.700000  -2.660186
2.200000  1.700000  -2.150459
2.300000  1.700000  -1.658560
2.400000  1.700000  -1.208332
-2.500000  1.800000  -3.185000
-2.400000  1.800000  -3.285668
-2.300000  1.800000  -3.305440
-2.200000  1.800000  -3.263541
-2.100000  1.800000  -3.183814
-2.000000  1.800000  -3.092585
-1.900000  1.800000  -3.016314
-1.800000  1.800000  -2.979236
-1.700000  1.800000  -3.001185
-1.600000  1.800000  -3.095835
-1.500000  1.800000  -3.269470
-1.400000  1.800000  -3.520424
-1.300000  1.800000  -3.839234
-1.200000  1.800000  -4.209480
-1.100000  1.800000  -4.609254
-1.000000  1.800000  -5.013120
-0.900000  1.800000  -5.394380
-0.800000  1.800000  -5.727463
-0.700000  1.800000  -5.990209
-0.600000  1.800000  -6.165848
-0.500000  1.800000  -6.244495
-0.400000  1.800000  -6.224039
-0.300000  1.800000  -6.110327
-0.200000  1.800000  -5.916642
-0.100000  1.800000  -5.662520
0.000000  1.800000  -5.372000
0.100000  1.800000  -5.071480
0.200000  1.800000  -4.787358
0.300000  1.800000  -4.543673
0.400000  1.800000  -4.359961
0.500000  1.800000  -4.249505
0.600000  1.800000  -4.218152
0.700000  1.800000  -4.263791
0.800000  1.800000  -4.376537
0.900000  1.800000  -4.539620
1.000000  1.800000  -4.730880
1.100000  1.800000  -4.924746
1.200000  1.800000  -5.094520
1.300000  1.800000  -5.214766
1.400000  1.800000  -5.263576
1.500000  1.800000  -5.224530
1.600000  1.800000  -5.088165
1.700000  1.800000  -4.852815
1.800000  1.800000  -4.524764
1.900000  1.800000  -4.117686
2.000000  1.800000  -3.651415
2.100000  1.800000  -3.150186
2.200000  1.800000  -2.640459
2.300000  1.800000  -2.148560
2.400000  1.800000  -1.698332
-2.500000  1.900000  -3.691000
-2.400000  1.900000  -3.791668
-2.300000  1.900000  -3.811440
-2.200000  1.900000  -3.769541
-2.100000  1.900000  -3.689814
-2.000000  1.900000  -3.598585
-1.900000  1.900000  -3.522314
-1.800000  1.900000  -3.485236
-1.700000  1.900000  -3.507185
-1.600000  1.900000  -3.601835
-1.500000  1.900000  -3.775470
-1.400000  1.900000  -4.026424
-1.300000  1.900000  -4.345234
-1.200000  1.900000  -4.715480
-1.100000  1.900000  -5.115254
-1.000000  1.900000  -5.519120
-0.900000  1.900000  -5.900380
-0.800000  1.900000  -6.233463
-0.700000  1.900000  -6.496209
-0.600000  1.900000  -6.671848
-0.500000  1.900000  -6.750495
-0.400000  1.900000  -6.730039
-0.300000  1.900000  -6.616327
-0.200000  1.900000  -6.422642
-0.100000  1.900000  -6.168520
0.000000  1.900000  -5.878000
0.100000  1.900000  -5.577480
0.200000  1.900000  -5.293358
0.300000  1.900000  -5.049673
0.400000  1.900000  -4.865961
0.500000  1.900000  -4.755505
0.600000  1.900000  -4.724152
0.700000  1.900000  -4.769791
0.800000  1.900000  -4.882537
0.900000  1.900000  -5.045620
1.000000  1.900000  -5.236880
1.100000  1.900000  -5.430746
1.200000  1.900000  -5.600520
1.300000  1.900000  -5.720766
1.400000  1.900000  -5.769576
1.500000  1.900000  -5.730530
1.600000  1.900000  -5.594165
1.700000  1.900000  -5.358815
1.800000  1.900000  -5.030764
1.900000  1.900000  -4.623686
2.000000  1.900000  -4.157415
2.100000  1.900000  -3.656186
2.200000  1.900000  -3.146459
2.300000  1.900000  -2.654560
2.400000  1.900000  -2.204332
-2.500000  2.000000  -4.213000
-2.400000  2.000000  -4.313668
-2.300000  2.000000  -4.333440
-2.200000  2.000000  -4.291541
-2.100000  2.000000  -4.211814
-2.000000  2.000000  -4.120585
-1.900000  2.000000  -4.044314
-1.800000  2.000000  -4.007236
-1.700000  2.000000  -4.029185
-1.600000  2.000000  -4.123835
-1.500000  2.000000  -4.297470
-1.400000  2.000000  -4.548424
-1.300000  2.000000  -4.867234
-1.200000  2.000000  -5.237480
-1.100000  2.000000  -5.637254
-1.000000  2.000000  -6.041120
-0.900000  2.000000  -6.422380
-0.800000  2.000000  -6.755463
-0.700000  2.000000  -7.018209
-0.600000  2.000000  -7.193848
-0.500000  2.000000  -7.272495
-0.400000  2.000000  -7.252039
-0.300000  2.000000  -7.138327
-0.200000  2.000000  -6.944642
-0.100000  2.000000  -6.690520
0.000000  2.000000  -6.400000
0.100000  2.000000  -6.099480
0.200000  2.000000  -5.815358
0.300000  2.000000  -5.571673
0.400000  2.000000  -5.387961
0.500000  2.000000  -5.277505
0.600000  2.000000  -5.246152
0.700000  2.000000  -5.291791
0.800000  2.000000  -5.404537
0.900000  2.000000  -5.567620
1.000000  2.000000  -5.758880
1.100000  2.000000  -5.952746
1.200000  2.000000  -6.122520
1.300000  2.000000  -6.242766
1.400000  2.000000  -6.291576
1.500000  2.000000  -6.252530
1.600000  2.000000  -6.116165
1.700000  2.000000  -5.880815
1.800000  2.000000  -5.552764
1.900000  2.000000  -5.145686
2.000000  2.000000  -4.679415
2.100000  2.000000  -4.178186
2.200000  2.000000  -3.668459
2.300000  2.000000  -3.176560
2.400000  2.000000  -2.726332
-2.500000  2.100000  -4.751000
-2.400000  2.100000  -4.851668
-2.300000  2.100000  -4.871440
-2.200000  2.100000  -4.829541
-2.100000  2.100000  -4.749814
-2.000000  2.100000  -4.658585
-1.900000  2.100000  -4.582314
-1.800000  2.100000  -4.545236
-1.700000  2.100000  -4.567185
-1.600000  2.100000  -4.661835
-1.500000  2.100000  -4.835470
-1.400000  2.100000  -5.086424
-1.300000  2.100000  -5.405234
-1.200000  2.100000  -5.775480
-1.100000  2.100000  -6.175254
-1.000000  2.100000  -6.579120
-0.900000  2.100000  -6.960380
-0.800000  2.100000  -7.293463
-0.700000  2.100000  -7.556209
-0.600000  2.100000  -7.731848
-0.500000  2.100000  -7.810495
-0.400000  2.100000  -7.790039
-0.300000  2.100000  -7.676327
-0.200000  2.100000  -7.482642
-0.100000  2.100000  -7.228520
0.000000  2.100000  -6.938000
0.100000  2.100000  -6.637480
0.200000  2.100000  -6.353358
0.300000  2.100000  -6.109673
0.400000  2.100000  -5.925961
0.500000  2.100000  -5.815505
0.600000  2.100000  -5.784152
0.700000  2.100000  -5.829791
0.800000  2.100000  -5.942537
0.900000  2.100000  -6.105620
1.000000  2.100000  -6.296880
1.100000  2.100000  -6.490746
1.200000  2.100000  -6.660520
1.300000  2.100000  -6.780766
1.400000  2.100000  -6.829576
1.500000  2.100000  -6.790530
1.600000  2.100000  -6.654165
1.700000  2.100000  -6.418815
1.800000  2.100000  -6.090764
1.900000  2.100000  -5.683686
2.000000  2.100000  -5.217415
2.100000  2.100000  -4.716186
2.200000  2.100000  -4.206459
2.300000  2.100000  -3.714560
2.400000  2.100000  -3.264332
-2.500000  2.200000  -5.305000
-2.400000  2.200000  -5.405668
-2.300000  2.200000  -5.425440
-2.200000  2.200000  -5.383541
-2.100000  2.200000  -5.303814
-2.000000  2.200000  -5.212585
-1.900000  2.200000  -5.136314
-1.800000  2.200000  -5.099236
-1.700000  2.200000  -5.121185
-1.600000  2.200000  -5.215835
-1.500000  2.200000  -5.389470
-1.400000  2.200000  -5.640424
-1.300000  2.200000  -5.959234
-1.200000  2.200000  -6.329480
-1.100000  2.200000  -6.729254
-1.000000  2.200000  -7.133120
-0.900000  2.200000  -7.514380
-0.800000  2.200000  -7.847463
-0.700000  2.200000  -8.110209
-0.600000  2.200000  -8.285848
-0.500000  2.200000  -8.364495
-0.400000  2.200000  -8.344039
-0.300000  2.200000  -8.230327
-0.200000  2.200000  -8.036642
-0.100000  2.200000  -7.782520
0.000000  2.200000  -7.492000
0.100000  2.200000  -7.191480
0.200000  2.200000  -6.907358
0.300000  2.200000  -6.663673
0.400000  2.200000  -6.479961
0.500000  2.200000  -6.369505
0.600000  2.200000  -6.338152
0.700000  2.200000  -6.383791
0.800000  2.200000  -6.496537
0.900000  2.200000  -6.659620
1.000000  2.200000  -6.850880
1.100000  2.200000  -7.044746
1.200000  2.200000  -7.214520
1.300000  2.200000  -7.334766
1.400000  2.200000  -7.383576
1.500000  2.200000  -7.344530
1.600000  2.200000  -7.208165
1.700000  2.200000  -6.972815
1.800000  2.200000  -6.644764
1.900000  2.200000  -6.237686
2.000000  2.200000  -5.771415
2.100000  2.200000  -5.270186
2.200000  2.200000  -4.760459
2.300000  2.200000  -4.268560
2.400000  2.200000  -3.818332
-2.500000  2.300000  -5.875000
-2.400000  2.300000  -5.975668
-2.300000  2.300000  -5.995440
-2.200000  2.300000  -5.953541
-2.100000  2.300000  -5.873814
-2.000000  2.300000  -5.782585
-1.900000  2.300000  -5.706314
-1.800000  2.300000  -5.669236
-1.700000  2.300000  -5.691185
-1.600000  2.300000  -5.785835
-1.500000  2.300000  -5.959470
-1.400000  2.300000  -6.210424
-1.300000  2.300000  -6.529234
-1.200000  2.300000  -6.899480
-1.100000  2.300000  -7.299254
-1.000000  2.300000  -7.703120
-0.900000  2.300000  -8.084380
-0.800000  2.300000  -8.417463
-0.700000  2.300000  -8.680209
-0.600000  2.300000  -8.855848
-0.500000  2.300000  -8.934495
-0.400000  2.300000  -8.914039
-0.300000  2.300000  -8.800327
-0.200000  2.300000  -8.606642
-0.100000  2.300000  -8.352520
0.000000  2.300000  -8.062000
0.100000  2.300000  -7.761480
0.200000  2.300000  -7.477358
0.300000  2.300000  -7.233673
0.400000  2.300000  -7.049961
0.500000  2.300000  -6.939505
0.600000  2.300000  -6.908152
0.700000  2.300000  -6.953791
0.800000  2.300000  -7.066537
0.900000  2.300000  -7.229620
1.000000  2.300000  -7.420880
1.100000  2.300000  -7.614746
1.200000  2.300000  -7.784520
1.300000  2.300000  -7.904766
1.400000  2.300000  -7.953576
1.500000  2.300000  -7.914530
1.600000  2.300000  -7.778165
1.700000  2.300000  -7.542815
1.800000  2.300000  -7.214764
1.900000  2.300000  -6.807686
2.000000  2.300000  -6.341415
2.100000  2.300000  -5.840186
2.200000  2.300000  -5.330459
2.300000  2.300000  -4.838560
2.400000  2.300000  -4.388332
-2.500000  2.400000  -6.461000
-2.400000  2.400000  -6.561668
-2.300000  2.400000  -6.581440
-2.200000  2.400000  -6.539541
-2.100000  2.400000  -6.459814
-2.000000  2.400000  -6.368585
-1.900000  2.400000  -6.292314
-1.800000  2.400000  -6.255236
-1.700000  2.400000  -6.277185
-1.600000  2.400000  -6.371835
-1.500000  2.400000  -6.545470
-1.400000  2.400000  -6.796424
-1.300000  2.400000  -7.115234
-1.200000  2.400000  -7.485480
-1.100000  2.400000  -7.885254
-1.000000  2.400000  -8.289120
-0.900000  2.400000  -8.670380
-0.800000  2.400000  -9.003463
-0.700000  2.400000  -9.266209
-0.600000  2.400000  -9.441848
-0.500000  2.400000  -9.520495
-0.400000  2.400000  -9.500039
-0.300000  2.400000  -9.386327
-0.200000  2.400000  -9.192642
-0.100000  2.400000  -8.938520
0.000000  2.400000  -8.648000
0.100000  2.400000  -8.347480
0.200000  2.400000  -8.063358
0.300000  2.400000  -7.819673
0.400000  2.400000  -7.635961
0.500000  2.400000  -7.525505
0.600000  2.400000  -7.494152
0.700000  2.400000  -7.539791
0.800000  2.400000  -7.652537
0.900000  2.400000  -7.815620
1.000000  2.400000  -8.006880
1.100000  2.400000  -8.200746
1.200000  2.400000  -8.370520
1.300000  2.400000  -8.490766
1.400000  2.400000  -8.539576
1.500000  2.400000  -8.500530
1.600000  2.400000  -8.364165
1.700000  2.400000  -8.128815
1.800000  2.400000  -7.800764
1.900000  2.400000  -7.393686
2.000000  2.400000  -6.927415
2.100000  2.400000  -6.426186
2.200000  2.400000  -5.916459
2.300000  2.400000  -5.424560
